property_id,type,property_size,property_area,area_sqyd,price,purpose,built_in_year,parking_spaces,floors,bedrooms,bathrooms,servant_quarters,kitchens,store_rooms,state,city,area,tier,population,median_monthly_income
52472233-19639-1,Flat,Small (100-250),128 Sq. Yd.,128,47500000,For Sale,2023-01-01,,,2,2,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52669975-1485-1,Flat,Small (100-250),161 Sq. Yd.,161,62500000,For Sale,2023-01-01,,,2,3,,1,,Sindh,Karachi,DHA Defence,1,20300000,82000
52682686-19639-1,Flat,Small (100-250),111 Sq. Yd.,111,34500000,For Sale,2023-01-01,,,1,2,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52682616-19639-1,Flat,Small (100-250),106 Sq. Yd.,106,29800000,For Sale,2002-01-01,1,,1,2,1,4,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52669997-19639-1,Flat,Small (100-250),156 Sq. Yd.,156,46500000,For Sale,2023-01-01,,,2,2,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52704994-11073-1,Flat,Small (100-250),217 Sq. Yd.,217,26000000,For Sale,2024-01-01,1,,3,3,1,2,1,Sindh,Karachi,Jinnah Avenue,1,20300000,82000
52734010-6826-1,House,Small (100-250),240 Sq. Yd.,240,67500000,For Sale,2008-01-01,6,,9,6,,3,,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52733912-10020-1,House,Small (100-250),200 Sq. Yd.,200,16800000,For Sale,2022-01-01,,,3,3,,,,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52686012-6838-1,House,Medium (250-500),300 Sq. Yd.,300,80000000,For Sale,2025-01-01,2,,6,6,,2,2,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52733532-10370-1,Flat,Small (100-250),189 Sq. Yd.,189,44000000,For Sale,2025-01-01,1,,3,3,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52681775-1485-1,House,Small (100-250),131 Sq. Yd.,131,52000000,For Sale,2022-01-01,,,2,3,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52681770-1485-1,House,Small (100-250),131 Sq. Yd.,131,46500000,For Sale,2025-01-01,,2,2,3,,2,2,Sindh,Karachi,DHA Defence,1,20300000,82000
52718141-8484-1,Flat,Small (100-250),106 Sq. Yd.,106,12000000,For Sale,2015-01-01,2,,2,2,1,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52662712-403-1,House,Medium (250-500),250 Sq. Yd.,250,105000000,For Sale,2022-01-01,,,5,6,,,,Sindh,Karachi,Jamshed Town,1,20300000,82000
52571285-6933-1,Upper Portion,Small (100-250),200 Sq. Yd.,200,45000000,For Sale,2013-01-01,2,2,4,5,1,1,1,Sindh,Karachi,Jamshed Town,1,20300000,82000
51725465-198-1,House,Medium (250-500),250 Sq. Yd.,250,75000000,For Sale,2015-01-01,2,1,4,4,1,1,1,Sindh,Karachi,Bath Island,1,20300000,82000
52188521-10370-1,Flat,Small (100-250),178 Sq. Yd.,178,39500000,For Sale,2025-01-01,1,,3,3,2,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52520756-8503-1,Flat,Small (100-250),161 Sq. Yd.,161,50000000,For Sale,2024-01-01,1,,1,2,,1,,Sindh,Karachi,DHA Defence,1,20300000,82000
43450742-1667-1,Flat,Small (100-250),211 Sq. Yd.,211,39000000,For Sale,2015-01-01,1,,3,3,,1,1,Sindh,Karachi,Clifton,1,20300000,82000
43450447-198-1,Flat,Small (100-250),222 Sq. Yd.,222,36000000,For Sale,2012-01-01,1,,3,4,1,1,1,Sindh,Karachi,Bath Island,1,20300000,82000
43450594-1667-1,Flat,Small (100-250),189 Sq. Yd.,189,34500000,For Sale,2015-01-01,1,,3,3,,1,1,Sindh,Karachi,Clifton,1,20300000,82000
49995097-224-1,Flat,Small (100-250),222 Sq. Yd.,222,34000000,For Sale,2020-01-01,1,,2,3,1,1,1,Sindh,Karachi,Frere Town,1,20300000,82000
52066934-5-1,Flat,Small (100-250),222 Sq. Yd.,222,46000000,For Sale,2025-01-01,3,,3,4,1,1,1,Sindh,Karachi,Clifton,1,20300000,82000
52553912-19639-1,Flat,Medium (250-500),262 Sq. Yd.,262,105000000,For Sale,2023-01-01,,,3,5,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52487289-11029-1,Flat,Medium (250-500),370 Sq. Yd.,370,57500000,For Sale,2022-01-01,,,4,5,1,1,1,Sindh,Karachi,Rashid Minhas Road,1,20300000,82000
52659111-19639-1,Flat,Tiny (<100),98 Sq. Yd.,98,35000000,For Sale,2029-01-01,2,,1,2,,1,,Sindh,Karachi,DHA Defence,1,20300000,82000
52456502-21858-1,Flat,Small (100-250),157 Sq. Yd.,157,55000000,For Sale,2028-01-01,2,,1,2,1,2,2,Sindh,Karachi,DHA Defence,1,20300000,82000
52454113-19639-1,Flat,Small (100-250),178 Sq. Yd.,178,63000000,For Sale,2010-01-01,2,,2,4,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52682980-1485-1,House,Small (100-250),111 Sq. Yd.,111,34000000,For Sale,2025-01-01,2,2,1,2,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52682990-8503-1,Flat,Small (100-250),111 Sq. Yd.,111,36000000,For Sale,2025-01-01,1,,1,2,1,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52733471-8298-1,House,Large (500-1000),500 Sq. Yd.,500,48500000,For Sale,2025-01-01,2,2,5,6,1,2,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52456237-10027-1,House,Medium (250-500),272 Sq. Yd.,272,24000000,For Sale,2022-01-01,,,5,5,1,2,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
51035617-21109-1,House,Medium (250-500),375 Sq. Yd.,375,64500000,For Sale,2000-01-01,2,2,5,6,1,1,1,Sindh,Karachi,Cantt,1,20300000,82000
52713295-13691-1,House,Small (100-250),120 Sq. Yd.,120,23500000,For Sale,2025-01-01,1,2,4,6,,1,,Sindh,Karachi,Scheme 33,1,20300000,82000
52733162-8298-1,Flat,Tiny (<100),59 Sq. Yd.,59,4770000,For Sale,2028-01-01,,,1,1,,,,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52553910-19639-1,Flat,Small (100-250),139 Sq. Yd.,139,52000000,For Sale,2023-01-01,,,2,3,,1,2,Sindh,Karachi,DHA Defence,1,20300000,82000
52553909-1485-1,Flat,Small (100-250),151 Sq. Yd.,151,47000000,For Sale,2013-01-01,1,,2,3,1,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52149095-6692-1,Flat,Small (100-250),139 Sq. Yd.,139,14000000,For Sale,2023-01-01,2,,2,2,,1,1,Sindh,Karachi,Federal B Area,1,20300000,82000
52732144-12954-1,Flat,Small (100-250),128 Sq. Yd.,128,25000000,For Sale,2024-01-01,1,,2,3,,1,1,Sindh,Karachi,Callachi Cooperative Housing Society,1,20300000,82000
52701251-1485-1,House,Very Large (1000-2000),"1,000 Sq. Yd.",1000,394000000,For Sale,2022-01-01,,,6,6,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52574228-1674-1,Flat,Small (100-250),111 Sq. Yd.,111,17500000,For Sale,2023-01-01,,,3,3,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52690936-1674-1,House,Small (100-250),120 Sq. Yd.,120,45000000,For Sale,2014-01-01,1,2,4,5,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52601191-11029-1,Flat,Small (100-250),200 Sq. Yd.,200,34000000,For Sale,2023-01-01,1,,3,4,,1,1,Sindh,Karachi,Rashid Minhas Road,1,20300000,82000
52609253-6834-1,Flat,Medium (250-500),300 Sq. Yd.,300,30000000,For Sale,2011-01-01,2,,4,5,1,1,1,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52676981-1483-1,House,Large (500-1000),500 Sq. Yd.,500,230000000,For Sale,2022-01-01,2,,5,6,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52507560-1483-1,House,Very Large (1000-2000),"1,000 Sq. Yd.",1000,175000000,For Sale,2011-01-01,4,,5,6,2,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52701258-1483-1,House,Very Large (1000-2000),"1,000 Sq. Yd.",1000,260000000,For Sale,2020-01-01,4,3,6,6,2,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52733981-1483-1,House,Large (500-1000),600 Sq. Yd.,600,190000000,For Sale,2024-01-01,4,3,6,6,1,2,2,Sindh,Karachi,DHA Defence,1,20300000,82000
51665577-9217-1,House,Small (100-250),120 Sq. Yd.,120,29900000,For Sale,2024-01-01,8,,6,6,2,3,2,Sindh,Karachi,Scheme 33,1,20300000,82000
52436811-9085-1,Flat,Tiny (<100),72 Sq. Yd.,72,6000000,For Sale,2016-01-01,3,,2,2,,2,2,Sindh,Karachi,Scheme 33,1,20300000,82000
52595950-18126-1,House,Small (100-250),125 Sq. Yd.,125,10800000,For Sale,2022-01-01,,,3,3,1,1,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52733219-10007-1,House,Medium (250-500),272 Sq. Yd.,272,30000000,For Sale,2025-01-01,3,2,5,6,1,2,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
50164309-198-1,Flat,Small (100-250),233 Sq. Yd.,233,56500000,For Sale,2028-01-01,2,,3,3,1,1,,Sindh,Karachi,Bath Island,1,20300000,82000
46362967-9582-1,House,Medium (250-500),375 Sq. Yd.,375,82000000,For Sale,2015-01-01,1,1,4,5,,2,,Sindh,Karachi,Malir,1,20300000,82000
52578827-9582-1,House,Medium (250-500),350 Sq. Yd.,350,76000000,For Sale,2005-01-01,200,,4,4,,1,,Sindh,Karachi,Malir,1,20300000,82000
52507584-11073-1,Flat,Small (100-250),206 Sq. Yd.,206,30000000,For Sale,2024-01-01,,,3,4,1,1,1,Sindh,Karachi,Jinnah Avenue,1,20300000,82000
52722852-1483-1,House,Large (500-1000),500 Sq. Yd.,500,95000000,For Sale,2010-01-01,,2,5,6,1,2,,Sindh,Karachi,DHA Defence,1,20300000,82000
52627018-6927-1,House,Medium (250-500),250 Sq. Yd.,250,140000000,For Sale,2022-01-01,1,,5,6,1,1,1,Sindh,Karachi,Jamshed Town,1,20300000,82000
52733002-1674-1,House,Small (100-250),150 Sq. Yd.,150,62500000,For Sale,2022-01-01,,,4,5,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
51858262-6853-1,House,Small (100-250),120 Sq. Yd.,120,18500000,For Sale,2022-01-01,,,4,5,,2,,Sindh,Karachi,Scheme 33,1,20300000,82000
52614174-19639-1,Flat,Small (100-250),131 Sq. Yd.,131,47000000,For Sale,2024-01-01,1,,2,2,1,1,,Sindh,Karachi,DHA Defence,1,20300000,82000
52613629-19639-1,House,Medium (250-500),306 Sq. Yd.,306,145000000,For Sale,2022-01-01,2,2,4,6,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52686542-232-1,House,Small (100-250),240 Sq. Yd.,240,57500000,For Sale,2000-01-01,3,2,6,6,1,2,1,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52719181-6838-1,Upper Portion,Small (100-250),200 Sq. Yd.,200,20000000,For Sale,2023-01-01,,,3,3,1,1,,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52733026-6866-1,House,Large (500-1000),600 Sq. Yd.,600,120000000,For Sale,1994-01-01,1,2,5,5,1,1,1,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52718143-235-1,Flat,Tiny (<100),72 Sq. Yd.,72,7000000,For Sale,2012-01-01,1,,2,2,,1,1,Sindh,Karachi,Scheme 33,1,20300000,82000
52630739-13688-1,House,Small (100-250),120 Sq. Yd.,120,25000000,For Sale,2022-01-01,2,,4,5,,2,1,Sindh,Karachi,Scheme 33,1,20300000,82000
52723564-6861-1,Flat,Tiny (<100),72 Sq. Yd.,72,5800000,For Sale,2000-01-01,,,2,2,,,,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52689475-313-1,Flat,Small (100-250),106 Sq. Yd.,106,31700000,For Sale,2015-01-01,1,,2,2,,1,,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52017771-10570-1,House,Small (100-250),160 Sq. Yd.,160,13100000,For Sale,2018-01-01,2,2,3,3,1,1,1,Sindh,Karachi,Karachi Motorway,1,20300000,82000
52337389-10578-1,Flat,Small (100-250),111 Sq. Yd.,111,9300000,For Sale,2018-01-01,2,,2,3,1,1,1,Sindh,Karachi,Scheme 33,1,20300000,82000
52507420-10570-1,House,Small (100-250),240 Sq. Yd.,240,22000000,For Sale,2025-01-01,,,4,4,,1,,Sindh,Karachi,Karachi Motorway,1,20300000,82000
52568771-10578-1,Flat,Tiny (<100),72 Sq. Yd.,72,6800000,For Sale,2023-01-01,,,2,2,1,1,1,Sindh,Karachi,Scheme 33,1,20300000,82000
52721366-1670-1,Flat,Medium (250-500),267 Sq. Yd.,267,50000000,For Sale,2022-01-01,2,,3,4,1,1,1,Sindh,Karachi,Clifton,1,20300000,82000
51243132-9031-1,House,Small (100-250),152 Sq. Yd.,152,22200000,For Sale,2020-01-01,2,,3,3,1,2,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52524896-1485-1,House,Very Large (1000-2000),"1,000 Sq. Yd.",1000,350000000,For Sale,2022-01-01,5,2,6,7,2,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52573664-10013-1,House,Large (500-1000),500 Sq. Yd.,500,49000000,For Sale,2022-01-01,,2,5,5,1,2,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52668530-10720-1,House,Large (500-1000),500 Sq. Yd.,500,200000000,For Sale,2019-01-01,4,3,4,6,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52672714-1483-1,House,Large (500-1000),500 Sq. Yd.,500,140000000,For Sale,2017-01-01,2,2,6,6,2,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52672621-1485-1,House,Large (500-1000),550 Sq. Yd.,550,250000000,For Sale,2025-01-01,3,2,6,6,,3,,Sindh,Karachi,DHA Defence,1,20300000,82000
52644800-6922-1,Flat,Small (100-250),167 Sq. Yd.,167,40000000,For Sale,2023-01-01,,,3,3,,,,Sindh,Karachi,Jamshed Town,1,20300000,82000
52644799-6922-1,Flat,Small (100-250),111 Sq. Yd.,111,27500000,For Sale,2023-01-01,,,2,2,,,,Sindh,Karachi,Jamshed Town,1,20300000,82000
52559578-416-1,House,Very Large (1000-2000),"1,008 Sq. Yd.",1008,145000000,For Sale,1995-01-01,6,2,,,2,2,,Sindh,Karachi,Zamzama,1,20300000,82000
52691408-6850-1,House,Small (100-250),120 Sq. Yd.,120,19000000,For Sale,2022-01-01,,,5,5,,,,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52398095-10079-1,House,Small (100-250),160 Sq. Yd.,160,37000000,For Sale,2022-01-01,,,3,3,,,,Sindh,Karachi,Naya Nazimabad,1,20300000,82000
52549303-1485-1,Flat,Small (100-250),111 Sq. Yd.,111,31000000,For Sale,2019-01-01,1,,1,3,1,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52525344-19639-1,Flat,Small (100-250),131 Sq. Yd.,131,52000000,For Sale,2023-01-01,,,2,3,,1,,Sindh,Karachi,DHA Defence,1,20300000,82000
52398108-6862-1,Flat,Tiny (<100),83 Sq. Yd.,83,3800000,For Sale,2017-01-01,,,2,2,,,,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52687095-217-1,Flat,Small (100-250),194 Sq. Yd.,194,51000000,For Sale,2015-01-01,1,,3,4,1,1,1,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52226543-680-1,Flat,Small (100-250),122 Sq. Yd.,122,10500000,For Sale,2023-01-01,4,,2,2,1,1,1,Sindh,Karachi,Gadap Town,1,20300000,82000
52614748-11-1,Flat,Tiny (<100),94 Sq. Yd.,94,10500000,For Sale,2023-01-01,,,2,2,,1,,Sindh,Karachi,North Nazimabad,1,20300000,82000
52506092-22084-1,Flat,Small (100-250),156 Sq. Yd.,156,8000000,For Sale,2023-01-01,,,2,3,,1,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52587918-10045-1,House,Small (100-250),235 Sq. Yd.,235,13000000,For Sale,2007-01-01,5,3,3,3,2,2,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52628183-18184-1,Flat,Small (100-250),222 Sq. Yd.,222,30000000,For Sale,2024-01-01,1,,3,3,1,1,2,Sindh,Karachi,Malir Link To Super Highway,1,20300000,82000
52627597-8894-1,Flat,Small (100-250),210 Sq. Yd.,210,27000000,For Sale,2024-01-01,,,3,3,,1,1,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
49909951-198-1,Flat,Medium (250-500),356 Sq. Yd.,356,110000000,For Sale,2024-01-01,2,,4,5,1,1,1,Sindh,Karachi,Bath Island,1,20300000,82000
52620014-6841-1,House,Small (100-250),120 Sq. Yd.,120,40000000,For Sale,2022-01-01,,,4,4,,,,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52427900-1671-1,Flat,Medium (250-500),317 Sq. Yd.,317,91500000,For Sale,2023-01-01,,,4,4,,,,Sindh,Karachi,Clifton,1,20300000,82000
52473300-6827-1,Flat,Small (100-250),200 Sq. Yd.,200,27500000,For Sale,2024-01-01,,,,,1,2,1,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
52667102-1485-1,House,Large (500-1000),500 Sq. Yd.,500,217500000,For Sale,2024-01-01,2,3,5,6,1,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52512935-1670-1,House,Small (100-250),240 Sq. Yd.,240,75000000,For Sale,2020-01-01,3,2,4,4,1,1,1,Sindh,Karachi,Clifton,1,20300000,82000
52632545-1485-1,House,Large (500-1000),500 Sq. Yd.,500,180000000,For Sale,2025-01-01,,1,6,7,2,3,2,Sindh,Karachi,DHA Defence,1,20300000,82000
52716770-14291-1,House,Tiny (<100),14 Sq. Yd.,14,38000000,For Sale,2025-01-01,1,2,4,5,,1,1,Sindh,Karachi,Naya Nazimabad,1,20300000,82000
52716795-14293-1,House,Small (100-250),120 Sq. Yd.,120,34500000,For Sale,2025-01-01,1,2,4,5,1,1,1,Sindh,Karachi,Naya Nazimabad,1,20300000,82000
52724891-22084-1,Flat,Small (100-250),122 Sq. Yd.,122,8500000,For Sale,2023-01-01,,,2,2,,,,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52712611-15498-1,House,Small (100-250),120 Sq. Yd.,120,23000000,For Sale,2022-01-01,,,4,4,,,,Sindh,Karachi,Scheme 33,1,20300000,82000
52729707-6950-1,House,Tiny (<100),80 Sq. Yd.,80,26500000,For Sale,2022-01-01,,,11,7,,,1,Sindh,Karachi,Jamshed Town,1,20300000,82000
52724836-6754-1,Flat,Tiny (<100),96 Sq. Yd.,96,7000000,For Sale,2002-01-01,4,,2,2,1,1,1,Sindh,Karachi,Gadap Town,1,20300000,82000
52723700-6863-1,Upper Portion,Small (100-250),240 Sq. Yd.,240,33000000,For Sale,2022-01-01,,,3,3,,1,1,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52522815-19639-1,Flat,Small (100-250),133 Sq. Yd.,133,38000000,For Sale,2024-01-01,2,,1,3,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52520202-10719-1,Flat,Medium (250-500),294 Sq. Yd.,294,100000000,For Sale,2022-01-01,1,,4,6,1,1,2,Sindh,Karachi,DHA Defence,1,20300000,82000
52733842-6868-1,House,Large (500-1000),500 Sq. Yd.,500,125000000,For Sale,2016-01-01,3,,6,6,,,,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52531771-10010-1,House,Small (100-250),152 Sq. Yd.,152,16500000,For Sale,2020-01-01,3,2,3,3,1,1,,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52222050-11833-1,Flat,Small (100-250),200 Sq. Yd.,200,36000000,For Sale,2024-01-01,1,,3,4,,1,1,Sindh,Karachi,Dalmia Cement Factory Road,1,20300000,82000
52318426-8894-1,Flat,Small (100-250),210 Sq. Yd.,210,27000000,For Sale,2025-01-01,1,,3,3,,1,,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52318427-8894-1,Flat,Small (100-250),230 Sq. Yd.,230,30000000,For Sale,2024-01-01,1,,3,3,1,1,2,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52421527-198-1,Flat,Medium (250-500),267 Sq. Yd.,267,82500000,For Sale,2023-01-01,2,,4,4,1,1,,Sindh,Karachi,Bath Island,1,20300000,82000
52061251-5-1,Flat,Large (500-1000),511 Sq. Yd.,511,100000000,For Sale,2024-01-01,3,,5,6,1,2,1,Sindh,Karachi,Clifton,1,20300000,82000
51036233-5-1,Flat,Medium (250-500),333 Sq. Yd.,333,105000000,For Sale,2025-01-01,2,,4,6,1,2,1,Sindh,Karachi,Clifton,1,20300000,82000
52650796-6839-1,House,Medium (250-500),250 Sq. Yd.,250,60000000,For Sale,2022-01-01,,,,,,,,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
50920606-198-1,Flat,Small (100-250),244 Sq. Yd.,244,60000000,For Sale,2024-01-01,2,,3,4,1,1,1,Sindh,Karachi,Bath Island,1,20300000,82000
50678038-198-1,Flat,Medium (250-500),356 Sq. Yd.,356,104000000,For Sale,2025-01-01,2,,4,6,1,2,1,Sindh,Karachi,Bath Island,1,20300000,82000
50665480-198-1,Flat,Medium (250-500),256 Sq. Yd.,256,66500000,For Sale,2023-01-01,1,,3,4,1,1,1,Sindh,Karachi,Bath Island,1,20300000,82000
50665479-5-1,Flat,Medium (250-500),467 Sq. Yd.,467,71000000,For Sale,2022-01-01,2,,4,6,1,2,1,Sindh,Karachi,Clifton,1,20300000,82000
50782987-19639-1,Flat,Small (100-250),111 Sq. Yd.,111,35000000,For Sale,2029-01-01,1,,1,2,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52425819-233-1,Flat,Small (100-250),117 Sq. Yd.,117,13200000,For Sale,2015-01-01,3,,2,2,,1,1,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
50708420-1485-1,House,Large (500-1000),500 Sq. Yd.,500,235000000,For Sale,2024-01-01,2,3,6,5,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
50972937-1483-1,House,Very Large (1000-2000),"1,000 Sq. Yd.",1000,420000000,For Sale,2024-01-01,5,3,6,6,,2,,Sindh,Karachi,DHA Defence,1,20300000,82000
50972959-1483-1,House,Very Large (1000-2000),"1,000 Sq. Yd.",1000,350000000,For Sale,2024-01-01,5,3,6,6,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52013472-476-1,House,Small (100-250),120 Sq. Yd.,120,9800000,For Sale,2024-01-01,3,2,3,3,,2,,Sindh,Karachi,Malir,1,20300000,82000
50332169-17362-1,House,Small (100-250),100 Sq. Yd.,100,8100000,For Sale,2018-01-01,1,2,2,2,1,1,2,Sindh,Karachi,Gadap Town,1,20300000,82000
52731132-13760-1,House,Tiny (<100),90 Sq. Yd.,90,26000000,For Sale,2022-01-01,,,11,7,,1,,Sindh,Karachi,Liaquatabad,1,20300000,82000
52729960-11599-1,Flat,Small (100-250),244 Sq. Yd.,244,47500000,For Sale,2023-01-01,1,,4,4,,1,1,Sindh,Karachi,Cosmopolitan Society,1,20300000,82000
52659634-18468-1,House,Large (500-1000),500 Sq. Yd.,500,97500000,For Sale,2022-01-01,,,5,6,1,1,1,Sindh,Karachi,Cantt,1,20300000,82000
52515652-19639-1,Flat,Medium (250-500),286 Sq. Yd.,286,105000000,For Sale,2028-01-01,2,,3,4,1,1,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52515613-1485-1,Flat,Small (100-250),161 Sq. Yd.,161,31500000,For Sale,2028-01-01,2,,1,2,1,2,1,Sindh,Karachi,DHA Defence,1,20300000,82000
52523515-8894-1,Flat,Medium (250-500),267 Sq. Yd.,267,33500000,For Sale,2015-01-01,2,,3,4,1,1,1,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52628065-10096-1,House,Small (100-250),120 Sq. Yd.,120,30000000,For Sale,2025-01-01,2,2,3,3,1,1,,Sindh,Karachi,Malir,1,20300000,82000
52525043-6862-1,Flat,Small (100-250),189 Sq. Yd.,189,29000000,For Sale,2017-01-01,2,,3,4,2,1,1,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52560038-8894-1,Flat,Medium (250-500),267 Sq. Yd.,267,34000000,For Sale,2016-01-01,2,,3,4,1,1,1,Sindh,Karachi,Gulshan-e-Iqbal Town,1,20300000,82000
52713834-10023-1,House,Small (100-250),125 Sq. Yd.,125,13000000,For Sale,2025-01-01,2,,4,4,1,1,,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
50665398-493-1,Flat,Medium (250-500),289 Sq. Yd.,289,90000000,For Sale,2023-01-01,2,,4,5,2,1,1,Sindh,Karachi,Civil Lines,1,20300000,82000
52616170-6836-1,House,Medium (250-500),260 Sq. Yd.,260,65000000,For Sale,2022-01-01,,,6,6,,,,Sindh,Karachi,Gulistan-e-Jauhar,1,20300000,82000
50665396-198-1,Flat,Medium (250-500),256 Sq. Yd.,256,65000000,For Sale,2018-01-01,2,,3,4,1,1,1,Sindh,Karachi,Bath Island,1,20300000,82000
50556286-5-1,Flat,Medium (250-500),311 Sq. Yd.,311,57500000,For Sale,2022-01-01,2,,4,6,1,2,1,Sindh,Karachi,Clifton,1,20300000,82000
50014196-5-1,Flat,Small (100-250),244 Sq. Yd.,244,50000000,For Sale,2023-01-01,2,,4,5,1,1,1,Sindh,Karachi,Clifton,1,20300000,82000
49866541-5-1,Flat,Medium (250-500),400 Sq. Yd.,400,100000000,For Sale,2028-01-01,3,,4,6,1,2,1,Sindh,Karachi,Clifton,1,20300000,82000
49866382-5-1,Flat,Small (100-250),244 Sq. Yd.,244,57500000,For Sale,2021-01-01,2,,3,4,1,1,1,Sindh,Karachi,Clifton,1,20300000,82000
49866258-5-1,Flat,Medium (250-500),311 Sq. Yd.,311,89000000,For Sale,2023-01-01,2,,4,6,1,2,1,Sindh,Karachi,Clifton,1,20300000,82000
51185670-1485-1,House,Very Large (1000-2000),"1,000 Sq. Yd.",1000,450000000,For Sale,2024-01-01,5,3,6,6,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
51612708-6677-1,House,Large (500-1000),666 Sq. Yd.,666,320000000,For Sale,2024-01-01,4,3,6,6,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52007838-1485-1,House,Very Large (1000-2000),"1,000 Sq. Yd.",1000,450000000,For Sale,2024-01-01,6,4,6,6,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52179346-1485-1,House,Very Large (1000-2000),"1,000 Sq. Yd.",1000,410000000,For Sale,2024-01-01,6,3,6,6,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52507060-6677-1,House,Large (500-1000),500 Sq. Yd.,500,215000000,For Sale,2025-01-01,3,3,6,6,,,,Sindh,Karachi,DHA Defence,1,20300000,82000
52608177-9030-1,Flat,Small (100-250),106 Sq. Yd.,106,6000000,For Sale,2024-01-01,,,2,2,1,1,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
52580434-11073-1,Flat,Small (100-250),221 Sq. Yd.,221,26500000,For Sale,2023-01-01,2,,3,4,1,1,1,Sindh,Karachi,Jinnah Avenue,1,20300000,82000
52690175-13173-1,House,Large (500-1000),500 Sq. Yd.,500,54000000,For Sale,2022-01-01,,,5,5,1,2,1,Sindh,Karachi,Bahria Town Karachi,1,20300000,82000
