property_id,type,property_size,property_area,area_sqyd,price,purpose,built_in_year,parking_spaces,floors,bedrooms,bathrooms,servant_quarters,kitchens,store_rooms,state,city,area,tier,population,median_monthly_income
52469891-3047-4,Flat,Small (100-250),6.7 Marla,202.675,95000,For Rent,2024-01-01,10,,2,2,1,1,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52478993-3048-4,Flat,Small (100-250),6 Marla,181.5,90000,For Rent,2024-01-01,10,,2,2,1,1,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52199750-3048-4,House,Medium (250-500),10 Marla,302.5,95000,For Rent,2023-01-01,3,2,5,6,1,2,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52513053-3048-4,House,Medium (250-500),10 Marla,302.5,100000,For Rent,2024-01-01,3,2,5,6,,2,,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52174464-13867-4,Flat,Small (100-250),4.7 Marla,142.175,63000,For Rent,2025-01-01,5,,2,2,2,1,2,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52171418-12199-4,Flat,Small (100-250),3.8 Marla,114.95,78000,For Rent,2023-01-01,3,,1,2,,1,2,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52173065-8506-4,Flat,Small (100-250),3.8 Marla,114.95,80000,For Rent,2001-01-01,2,,1,2,1,1,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52170022-8974-4,Flat,Small (100-250),5.3 Marla,160.325,73000,For Rent,2020-01-01,3,,2,2,1,1,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52174704-3036-4,House,Medium (250-500),10 Marla,302.5,152000,For Rent,2024-01-01,3,2,4,5,1,1,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52193412-3041-4,Lower Portion,Large (500-1000),1 Kanal,605,123000,For Rent,2023-01-01,2,,3,4,1,1,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52174480-8506-4,Flat,Small (100-250),3.8 Marla,114.95,77000,For Rent,2023-01-01,4,,1,2,2,1,2,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52187330-3033-4,Upper Portion,Large (500-1000),1 Kanal,605,220000,For Rent,2020-01-01,2,1,3,4,1,1,,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52228585-8506-4,Flat,Small (100-250),7.1 Marla,214.775,149000,For Rent,2023-01-01,3,,2,3,1,1,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52189589-8974-4,Flat,Small (100-250),5.6 Marla,169.4,60000,For Rent,2021-01-01,3,,2,2,1,1,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52188733-3035-4,House,Medium (250-500),10 Marla,302.5,140000,For Rent,2021-01-01,2,2,5,6,1,2,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52344944-3036-4,Upper Portion,Large (500-1000),1 Kanal,605,100000,For Rent,2022-01-01,2,1,3,3,1,1,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52716145-9457-4,House,Small (100-250),7 Marla,211.75,60000,For Rent,2024-01-01,,,4,6,,,,Punjab,Rawalpindi,Caltex Road,1,6120000,85000
45994056-8322-4,Flat,Tiny (<100),2.2 Marla,66.55,23000,For Rent,2023-01-01,4,,1,1,2,1,2,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
51437892-3041-4,Flat,Small (100-250),4.6 Marla,139.15,92000,For Rent,2024-01-01,10,,1,1,1,1,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
51566836-3047-4,Flat,Small (100-250),4.3 Marla,130.075,85000,For Rent,2023-01-01,,,2,2,,1,,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
51911099-3047-4,Flat,Tiny (<100),2.2 Marla,66.55,55000,For Rent,2022-01-01,1,,1,1,,1,,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
51959463-12199-4,Flat,Tiny (<100),2.2 Marla,66.55,37000,For Rent,2023-01-01,,,,1,,1,,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52520031-3047-4,Flat,Tiny (<100),3.1 Marla,93.775,50000,For Rent,2023-01-01,,,2,2,,,,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52528077-3047-4,Flat,Small (100-250),5.8 Marla,175.45,120000,For Rent,2023-01-01,,,2,2,,1,,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52600428-3047-4,House,Medium (250-500),10 Marla,302.5,140000,For Rent,2025-01-01,4,2,6,6,2,2,2,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52600573-3049-4,House,Large (500-1000),1 Kanal,605,200000,For Rent,2024-01-01,,2,6,6,1,2,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52600606-3047-4,Upper Portion,Medium (250-500),10 Marla,302.5,75000,For Rent,2021-01-01,1,2,3,3,1,1,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52600671-3047-4,Upper Portion,Large (500-1000),1 Kanal,605,105000,For Rent,2025-01-01,,2,3,3,1,,,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52600734-8256-4,House,Large (500-1000),1 Kanal,605,400000,For Rent,2025-01-01,4,2,6,6,1,2,,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52715974-8360-4,House,Small (100-250),6 Marla,181.5,150000,For Rent,2024-01-01,,,4,4,,,,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
51501510-3080-4,House,Medium (250-500),10 Marla,302.5,110000,For Rent,2015-01-01,2,2,3,3,1,1,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
51346023-3036-4,House,Large (500-1000),1 Kanal,605,220000,For Rent,2015-01-01,2,2,5,5,1,2,2,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
48444118-3036-4,House,Medium (250-500),10 Marla,302.5,245000,For Rent,2023-01-01,,2,5,6,1,2,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
51379034-3035-4,House,Medium (250-500),10 Marla,302.5,160000,For Rent,2024-01-01,2,2,5,5,1,2,2,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
51545740-3036-4,House,Medium (250-500),10 Marla,302.5,160000,For Rent,2021-01-01,2,2,5,5,1,2,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52164795-3036-4,Flat,Small (100-250),4.2 Marla,127.05,65000,For Rent,2023-01-01,,,1,1,,,,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52578973-3047-4,Flat,Small (100-250),6.6 Marla,199.65,120000,For Rent,2025-01-01,,,1,2,1,1,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52715796-12199-4,Flat,Small (100-250),4.7 Marla,142.175,80000,For Rent,2018-01-01,3,,1,2,1,,,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52581300-1516-4,House,Medium (250-500),10 Marla,302.5,160000,For Rent,2024-01-01,,,3,3,,,,Punjab,Rawalpindi,Askari 10,1,6120000,85000
48729297-8156-4,Flat,Medium (250-500),10 Marla,302.5,98000,For Rent,2020-01-01,,,3,3,1,2,1,Punjab,Rawalpindi,Askari 3,1,6120000,85000
48168115-1312-4,Flat,Small (100-250),5 Marla,151.25,42000,For Rent,2025-01-01,1,,2,2,1,1,1,Punjab,Rawalpindi,Chaklala Scheme,1,6120000,85000
48349158-1312-4,Flat,Small (100-250),5 Marla,151.25,45000,For Rent,2005-01-01,6,,2,2,2,1,1,Punjab,Rawalpindi,Chaklala Scheme,1,6120000,85000
51575596-1312-4,House,Medium (250-500),14 Marla,423.5,150000,For Rent,2022-01-01,3,2,5,5,1,2,1,Punjab,Rawalpindi,Chaklala Scheme,1,6120000,85000
52523354-1312-4,Lower Portion,Small (100-250),6 Marla,181.5,55000,For Rent,2023-01-01,,,2,2,,,,Punjab,Rawalpindi,Chaklala Scheme,1,6120000,85000
52534459-8506-4,Flat,Small (100-250),3.6 Marla,108.9,55000,For Rent,2018-01-01,4,,1,2,,1,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52715356-3048-4,Lower Portion,Small (100-250),7 Marla,211.75,35000,For Rent,2001-01-01,1,1,2,2,,,,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52676546-3067-4,House,Small (100-250),7 Marla,211.75,70000,For Rent,2024-01-01,2,2,4,5,1,1,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52679071-3048-4,Flat,Small (100-250),4.4 Marla,133.1,58000,For Rent,2024-01-01,1,,2,2,1,11,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52679782-3048-4,House,Small (100-250),7 Marla,211.75,65000,For Rent,2024-01-01,1,1,4,5,1,2,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
51474488-3048-4,Upper Portion,Large (500-1000),1 Kanal,605,80000,For Rent,2024-01-01,2,1,3,4,1,1,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
50965002-3048-4,House,Small (100-250),7 Marla,211.75,72000,For Rent,2024-01-01,2,2,5,6,1,2,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
50381846-3048-4,House,Medium (250-500),10 Marla,302.5,90000,For Rent,2022-01-01,2,2,5,6,,2,,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
50405659-3048-4,House,Medium (250-500),10 Marla,302.5,98000,For Rent,2022-01-01,2,2,5,6,1,2,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
50796837-3074-4,House,Small (100-250),5 Marla,151.25,52000,For Rent,2024-01-01,1,2,3,4,1,2,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
51319064-3048-4,House,Medium (250-500),10 Marla,302.5,100000,For Rent,2024-01-01,2,2,5,6,1,2,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
51474482-3081-4,Upper Portion,Large (500-1000),1 Kanal,605,75000,For Rent,2024-01-01,2,1,3,4,1,1,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
51474502-3081-4,Upper Portion,Large (500-1000),1 Kanal,605,80000,For Rent,2023-01-01,2,1,3,4,1,1,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
51700272-3081-4,Upper Portion,Medium (250-500),10 Marla,302.5,47000,For Rent,2023-01-01,1,1,3,3,1,1,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
51700411-3081-4,Upper Portion,Medium (250-500),10 Marla,302.5,52000,For Rent,2023-01-01,1,1,3,3,1,1,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
50964955-3048-4,House,Small (100-250),7 Marla,211.75,71000,For Rent,2024-01-01,2,2,5,6,1,2,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
50405800-3074-4,House,Small (100-250),7 Marla,211.75,65000,For Rent,2024-01-01,2,2,5,6,1,2,1,Punjab,Rawalpindi,Bahria Town Rawalpindi,1,6120000,85000
52424958-3083-4,Flat,Small (100-250),4 Marla,121,45000,For Rent,2010-01-01,,,2,2,1,1,2,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52222684-3083-4,Flat,Tiny (<100),3 Marla,90.75,45000,For Rent,2018-01-01,4,,2,2,2,1,1,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
44905202-1227-4,House,Medium (250-500),10 Marla,302.5,90000,For Rent,2019-01-01,2,2,4,5,1,2,2,Punjab,Gujranwala,DC Colony,2,2500000,45000
52324483-5121-4,House,Small (100-250),5 Marla,151.25,45000,For Rent,2024-01-01,,,3,3,,1,,Punjab,Gujranwala,DHA Defence,2,2500000,45000
52298402-21898-4,House,Medium (250-500),10 Marla,302.5,85000,For Rent,2025-01-01,,,6,6,1,1,1,Punjab,Gujranwala,DHA Defence,2,2500000,45000
52298401-21898-4,House,Small (100-250),6 Marla,181.5,60000,For Rent,2024-01-01,,,4,4,1,1,2,Punjab,Gujranwala,DHA Defence,2,2500000,45000
52713792-3083-4,Flat,Tiny (<100),1.3 Marla,39.325,8000,For Rent,2023-01-01,,,1,1,,1,1,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52191341-5121-4,House,Small (100-250),5 Marla,151.25,45000,For Rent,2024-01-01,,,3,4,,,,Punjab,Gujranwala,DHA Defence,2,2500000,45000
51640888-1227-4,House,Medium (250-500),10 Marla,302.5,50000,For Rent,2022-01-01,1,1,3,2,1,1,1,Punjab,Gujranwala,DC Colony,2,2500000,45000
52318745-1227-4,House,Small (100-250),5 Marla,151.25,75000,For Rent,2024-01-01,6,2,3,3,1,1,1,Punjab,Gujranwala,DC Colony,2,2500000,45000
52123894-1227-4,House,Large (500-1000),1 Kanal,605,100000,For Rent,2024-01-01,2,2,3,2,1,,1,Punjab,Gujranwala,DC Colony,2,2500000,45000
52424612-3083-4,Flat,Small (100-250),6 Marla,181.5,55000,For Rent,2000-01-01,,,2,3,,2,1,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52679132-3083-4,Flat,Tiny (<100),2 Marla,60.5,22000,For Rent,2020-01-01,2,,1,1,1,1,1,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52222683-3083-4,Flat,Tiny (<100),3 Marla,90.75,40000,For Rent,2025-01-01,4,,2,2,1,1,1,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
49666748-3083-4,House,Medium (250-500),10 Marla,302.5,100000,For Rent,2002-01-01,2,1,5,6,1,2,1,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52519930-1295-4,Upper Portion,Large (500-1000),1 Kanal,605,90000,For Rent,2023-01-01,1,,4,4,1,1,,Punjab,Gujranwala,Rahwali Cantt,2,2500000,45000
52637876-10117-4,House,Large (500-1000),1 Kanal,605,170000,For Rent,2024-01-01,1,2,6,6,1,2,,Punjab,Gujranwala,DC Colony,2,2500000,45000
49977212-3085-4,House,Medium (250-500),10 Marla,302.5,110000,For Rent,2015-01-01,,3,5,6,1,,1,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
44237514-3083-4,House,Small (100-250),5 Marla,151.25,60000,For Rent,2023-01-01,,2,4,5,2,2,1,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
39241121-3083-4,House,Small (100-250),5 Marla,151.25,60000,For Rent,2024-01-01,,,4,5,,,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
43280167-1126-4,House,Medium (250-500),10 Marla,302.5,95000,For Rent,2024-01-01,,,5,6,,,,Punjab,Gujranwala,Canal View Housing Scheme,2,2500000,45000
43279401-3083-4,Flat,Tiny (<100),2.3 Marla,69.575,40000,For Rent,2015-01-01,,,2,2,1,,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
42401249-3083-4,House,Small (100-250),5 Marla,151.25,60000,For Rent,2005-01-01,50,,4,5,2,1,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
39235720-3083-4,House,Small (100-250),5 Marla,151.25,55000,For Rent,2015-01-01,,3,3,4,,,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52736225-9745-4,Upper Portion,Large (500-1000),1 Kanal,605,60000,For Rent,2024-01-01,,,3,3,,2,,Punjab,Gujranwala,Quaid-e-Azam Town,2,2500000,45000
52686666-3083-4,House,Medium (250-500),10 Marla,302.5,95000,For Rent,2024-01-01,,,5,5,,2,1,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
47510453-1227-4,Flat,Small (100-250),4.5 Marla,136.125,25000,For Rent,2001-01-01,2,,2,2,1,2,1,Punjab,Gujranwala,DC Colony,2,2500000,45000
44911521-1227-4,House,Small (100-250),5 Marla,151.25,75000,For Rent,2024-01-01,2,2,3,3,1,1,1,Punjab,Gujranwala,DC Colony,2,2500000,45000
43323756-1227-4,House,Large (500-1000),1 Kanal,605,140000,For Rent,2018-01-01,3,,6,6,1,2,1,Punjab,Gujranwala,DC Colony,2,2500000,45000
46965970-1227-4,Upper Portion,Large (500-1000),1 Kanal,605,65000,For Rent,2023-01-01,,,3,4,1,1,1,Punjab,Gujranwala,DC Colony,2,2500000,45000
52621034-1227-4,Flat,Small (100-250),4 Marla,121,28000,For Rent,2023-01-01,,,2,2,,,,Punjab,Gujranwala,DC Colony,2,2500000,45000
52711173-3083-4,Flat,Tiny (<100),2 Marla,60.5,25000,For Rent,2023-01-01,,,1,1,,,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52042010-1227-4,House,Medium (250-500),10 Marla,302.5,80000,For Rent,2024-01-01,,1,4,3,1,2,1,Punjab,Gujranwala,DC Colony,2,2500000,45000
52711163-3083-4,Flat,Tiny (<100),2 Marla,60.5,25000,For Rent,2023-01-01,,,2,2,,,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
51966681-11297-4,Flat,Tiny (<100),2 Marla,60.5,25000,For Rent,2023-01-01,1,,1,1,,1,,Punjab,Gujranwala,Eminabad More,2,2500000,45000
52711348-3083-4,Flat,Tiny (<100),2 Marla,60.5,25000,For Rent,2023-01-01,,,1,1,,,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52679174-3083-4,Flat,Tiny (<100),2 Marla,60.5,22000,For Rent,2023-01-01,,,1,1,,,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52216308-3084-4,Flat,Small (100-250),4 Marla,121,32000,For Rent,2025-01-01,15,,1,1,1,1,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52266918-10117-4,Flat,Small (100-250),4 Marla,121,30000,For Rent,2023-01-01,2,,3,2,1,1,1,Punjab,Gujranwala,DC Colony,2,2500000,45000
52462038-10120-4,House,Small (100-250),5 Marla,151.25,68000,For Rent,2024-01-01,1,2,3,3,2,2,1,Punjab,Gujranwala,DC Colony,2,2500000,45000
52689950-21898-4,House,Small (100-250),5 Marla,151.25,45000,For Rent,2024-01-01,,,2,2,1,1,1,Punjab,Gujranwala,DHA Defence,2,2500000,45000
52689951-21898-4,House,Small (100-250),6 Marla,181.5,55000,For Rent,2024-01-01,1,,3,3,1,1,1,Punjab,Gujranwala,DHA Defence,2,2500000,45000
52639523-3083-4,House,Small (100-250),5 Marla,151.25,65000,For Rent,2023-01-01,,2,,,1,2,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
50755054-11297-4,House,Small (100-250),5 Marla,151.25,47000,For Rent,2024-01-01,2,,4,4,1,2,1,Punjab,Gujranwala,Eminabad More,2,2500000,45000
52620456-17213-4,House,Small (100-250),5 Marla,151.25,52000,For Rent,2024-01-01,,,4,5,,,,Punjab,Gujranwala,Eminabad More,2,2500000,45000
52614689-3083-4,House,Small (100-250),5 Marla,151.25,60000,For Rent,2024-01-01,,,4,5,,,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52548128-3083-4,House,Medium (250-500),10 Marla,302.5,100000,For Rent,2025-01-01,3,5,5,6,1,2,1,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52538398-3083-4,Flat,Tiny (<100),3 Marla,90.75,30000,For Rent,2023-01-01,2,,2,2,1,1,1,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52733114-8584-4,Lower Portion,Small (100-250),4 Marla,121,22000,For Rent,2025-01-01,2,,3,2,2,2,1,Punjab,Gujranwala,Sui Gas Road,2,2500000,45000
47939929-3083-4,House,Small (100-250),5 Marla,151.25,50000,For Rent,2024-01-01,,,4,5,1,2,1,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52689952-21898-4,House,Medium (250-500),10 Marla,302.5,85000,For Rent,2024-01-01,2,,4,5,1,2,1,Punjab,Gujranwala,DHA Defence,2,2500000,45000
52386170-3083-4,House,Small (100-250),5 Marla,151.25,53000,For Rent,2022-01-01,1,2,3,4,1,2,1,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
48940547-3083-4,House,Small (100-250),5 Marla,151.25,50000,For Rent,2022-01-01,1,2,4,4,,2,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
49315919-1126-4,House,Small (100-250),5 Marla,151.25,60000,For Rent,2023-01-01,4,2,5,5,1,2,1,Punjab,Gujranwala,Canal View Housing Scheme,2,2500000,45000
50322873-3083-4,House,Small (100-250),5 Marla,151.25,45000,For Rent,2018-01-01,3,2,6,6,1,1,1,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
49449820-3083-4,Upper Portion,Medium (250-500),10 Marla,302.5,50000,For Rent,2024-01-01,,,5,5,1,2,1,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52701239-3083-4,House,Small (100-250),5 Marla,151.25,50000,For Rent,2024-01-01,2,2,3,3,1,2,1,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52182096-3083-4,Flat,Tiny (<100),3 Marla,90.75,45000,For Rent,2019-01-01,4,,2,2,2,1,2,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
51944076-3083-4,House,Small (100-250),5 Marla,151.25,55000,For Rent,2024-01-01,,,4,4,,,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52462954-3083-4,House,Small (100-250),5 Marla,151.25,60000,For Rent,2025-01-01,4,,3,4,,,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
51989227-3083-4,House,Medium (250-500),10 Marla,302.5,80000,For Rent,2023-01-01,,,5,5,2,2,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
47136650-1295-4,House,Large (500-1000),1.3 Kanal,786.5,140000,For Rent,2024-01-01,,,7,6,1,1,1,Punjab,Gujranwala,Rahwali Cantt,2,2500000,45000
52664958-430-4,Upper Portion,Medium (250-500),10 Marla,302.5,35000,For Rent,2023-01-01,,,3,3,,,,Punjab,Gujranwala,Wapda Town,2,2500000,45000
52677209-20133-4,House,Medium (250-500),10 Marla,302.5,120000,For Rent,2024-01-01,,,5,6,1,2,1,Punjab,Gujranwala,Garden Town,2,2500000,45000
52590987-3083-4,House,Small (100-250),5 Marla,151.25,55000,For Rent,2024-01-01,,,4,4,,,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52512712-430-4,Flat,Tiny (<100),2 Marla,60.5,20000,For Rent,2023-01-01,,,1,1,,,,Punjab,Gujranwala,Wapda Town,2,2500000,45000
52442270-430-4,House,Medium (250-500),10 Marla,302.5,100000,For Rent,2024-01-01,,,5,5,,,,Punjab,Gujranwala,Wapda Town,2,2500000,45000
52733098-8584-4,Upper Portion,Small (100-250),5.4 Marla,163.35,20000,For Rent,2023-01-01,,,3,2,,,,Punjab,Gujranwala,Sui Gas Road,2,2500000,45000
48560599-3083-4,Flat,Medium (250-500),10 Marla,302.5,35000,For Rent,2017-01-01,,,2,2,1,2,1,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
42976287-430-4,House,Medium (250-500),10 Marla,302.5,90000,For Rent,2015-01-01,,,5,7,2,,,Punjab,Gujranwala,Wapda Town,2,2500000,45000
48560273-3083-4,Flat,Small (100-250),5 Marla,151.25,25000,For Rent,2024-01-01,,,1,1,1,1,1,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
44910118-3083-4,Flat,Tiny (<100),2.3 Marla,69.575,50000,For Rent,2024-01-01,,,2,2,,,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52409362-3083-4,House,Small (100-250),5 Marla,151.25,60000,For Rent,2023-01-01,4,,4,4,1,2,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
48666034-430-4,House,Medium (250-500),10 Marla,302.5,90000,For Rent,2023-01-01,,2,5,4,1,2,1,Punjab,Gujranwala,Wapda Town,2,2500000,45000
44910036-3083-4,House,Medium (250-500),10 Marla,302.5,100000,For Rent,2022-01-01,,3,5,6,,2,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
43819943-3083-4,House,Small (100-250),5 Marla,151.25,55000,For Rent,2023-01-01,,2,5,4,,,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52534358-21898-4,House,Small (100-250),5 Marla,151.25,45000,For Rent,2012-01-01,1,2,3,2,1,1,1,Punjab,Gujranwala,DHA Defence,2,2500000,45000
52534359-21898-4,House,Medium (250-500),10 Marla,302.5,85000,For Rent,2024-01-01,,,5,5,1,2,1,Punjab,Gujranwala,DHA Defence,2,2500000,45000
52008347-5121-4,House,Small (100-250),5 Marla,151.25,45000,For Rent,2024-01-01,1,,3,3,,1,,Punjab,Gujranwala,DHA Defence,2,2500000,45000
52584423-3083-4,Flat,Tiny (<100),3 Marla,90.75,45000,For Rent,2023-01-01,2,,2,2,2,1,1,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52008348-5121-4,House,Medium (250-500),10 Marla,302.5,80000,For Rent,2024-01-01,1,,5,6,1,1,1,Punjab,Gujranwala,DHA Defence,2,2500000,45000
47624665-3083-4,House,Small (100-250),5 Marla,151.25,50000,For Rent,2024-01-01,5,2,4,5,2,2,2,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52715883-3083-4,House,Medium (250-500),10 Marla,302.5,90000,For Rent,2024-01-01,,,5,5,,,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52527138-1227-4,House,Small (100-250),5 Marla,151.25,70000,For Rent,2012-01-01,,2,3,4,1,2,1,Punjab,Gujranwala,DC Colony,2,2500000,45000
52359904-1227-4,House,Large (500-1000),1 Kanal,605,150000,For Rent,2024-01-01,1,,4,4,1,1,,Punjab,Gujranwala,DC Colony,2,2500000,45000
52721043-8840-4,Lower Portion,Small (100-250),4 Marla,121,26000,For Rent,2025-01-01,,,2,3,,,,Punjab,Gujranwala,Allama Iqbal Town,2,2500000,45000
52676498-11297-4,Flat,Small (100-250),4 Marla,121,20000,For Rent,2023-01-01,,,1,1,,,,Punjab,Gujranwala,Eminabad More,2,2500000,45000
52495923-3083-4,House,Small (100-250),5 Marla,151.25,60000,For Rent,2024-01-01,,,4,4,,,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52617636-3083-4,Flat,Tiny (<100),2 Marla,60.5,20000,For Rent,2023-01-01,,,1,1,,,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52549302-3083-4,House,Medium (250-500),10 Marla,302.5,100000,For Rent,2024-01-01,,,5,5,,,,Punjab,Gujranwala,Citi Housing Society,2,2500000,45000
52664079-1227-4,Flat,Small (100-250),4 Marla,121,27000,For Rent,2023-01-01,2,,2,2,,1,1,Punjab,Gujranwala,DC Colony,2,2500000,45000
52638863-5121-4,House,Medium (250-500),10 Marla,302.5,80000,For Rent,2025-01-01,1,3,4,4,1,2,1,Punjab,Gujranwala,DHA Defence,2,2500000,45000
52664078-1227-4,Flat,Small (100-250),4 Marla,121,25000,For Rent,2025-01-01,1,,2,2,1,1,1,Punjab,Gujranwala,DC Colony,2,2500000,45000
52663866-1227-4,House,Large (500-1000),1 Kanal,605,150000,For Rent,2024-01-01,1,2,6,6,1,2,1,Punjab,Gujranwala,DC Colony,2,2500000,45000
52715424-430-4,House,Medium (250-500),10 Marla,302.5,85000,For Rent,2000-01-01,4,,5,5,2,2,1,Punjab,Gujranwala,Wapda Town,2,2500000,45000
52663870-1227-4,House,Medium (250-500),10 Marla,302.5,90000,For Rent,2025-01-01,2,,5,4,1,2,1,Punjab,Gujranwala,DC Colony,2,2500000,45000
